gene_id,display_name,frozen_grade,biological_anchor,annotation_theme,query_entry,external_measured_count,external_same_direction_count,concordant_differential_protein_record,retained_for_worked_query,disposition,GSE78733_effect,boundary_No19_measured,boundary_No19_same_direction,boundary_No20_measured,boundary_No20_same_direction,development_reuse_same_direction,tissue_measured_n,tissue_same_direction_n,query_status
Solyc07g042390,Solyc07g042390,A,False,Cell wall and proteolysis,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,-0.1583724315657981,True,False,True,True,True,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc01g095080,ACS2,B,True,Ethylene and ripening transcription,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.033828577611221,True,True,True,True,True,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc08g005610,CYP707A2,B,True,Hormone and growth signalling,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.0282638417578957,True,False,True,False,True,11,6,post_review_illustration; not preregistered or a validated selection rule
Solyc12g017530,Solyc12g017530,B,False,Limited functional annotation,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.0016721256651617,False,,False,,True,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc07g054750,Solyc07g054750,B,False,Defence and stress response,False,4,3,False,False,outside_frozen_annotation_theme; not a biological rejection,0.3438652660155211,True,False,True,False,True,6,2,post_review_illustration; not preregistered or a validated selection rule
Solyc02g083380,Solyc02g083380,B,False,Genome and protein homeostasis,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.1258766364700442,True,True,True,True,True,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc06g068900,Solyc06g068900,B,False,Photosynthetic and organellar metabolism,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.0556252274582705,True,False,True,False,False,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc03g114360,Solyc03g114360,B,False,Genome and protein homeostasis,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.1031283503988513,True,True,True,True,True,9,5,post_review_illustration; not preregistered or a validated selection rule
Solyc08g078870,Solyc08g078870,B,False,Defence and stress response,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.6522273697463287,True,False,True,False,True,11,10,post_review_illustration; not preregistered or a validated selection rule
Solyc06g072650,Solyc06g072650,B,False,Hormone and growth signalling,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.0751300815407163,False,,False,,True,8,8,post_review_illustration; not preregistered or a validated selection rule
Solyc12g096570,ARGOS,B,False,Hormone and growth signalling,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.0465096835748078,True,True,True,False,True,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc03g082560,Solyc03g082560,B,False,Flavour and specialised metabolism,True,4,4,False,False,protein_measurement_follow_up; not evidence against function,-0.0750194261658158,True,True,True,True,True,11,10,post_review_illustration; not preregistered or a validated selection rule
Solyc01g066740,Solyc01g066740,B,False,Genome and protein homeostasis,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,-0.008695053458841,True,True,True,False,True,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc04g080250,Solyc04g080250,B,False,Genome and protein homeostasis,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.1441814944869034,True,False,True,True,True,11,10,post_review_illustration; not preregistered or a validated selection rule
Solyc04g064870,Solyc04g064870,B,False,Defence and stress response,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,0.2760261441765765,True,True,True,True,True,8,8,post_review_illustration; not preregistered or a validated selection rule
Solyc02g084600,Solyc02g084600,B,False,Hormone and growth signalling,False,4,4,False,False,outside_frozen_annotation_theme; not a biological rejection,-0.1394110183245301,True,False,True,False,True,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc06g053950,Solyc06g053950,C,False,Limited functional annotation,False,2,2,True,False,outside_frozen_annotation_theme; not a biological rejection,,True,False,True,False,False,11,11,post_review_illustration; not preregistered or a validated selection rule
Solyc04g080540,Solyc04g080540,C,False,Genome and protein homeostasis,False,4,3,True,False,outside_frozen_annotation_theme; not a biological rejection,0.0416039619542228,True,False,True,False,True,11,8,post_review_illustration; not preregistered or a validated selection rule
