source_node,target_gene_id,evidence_type,direction,context,source_id,source_url,evidence_note,admission_status
RIN,Solyc01g095080,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit,PMC3039564;GSE40257,https://pmc.ncbi.nlm.nih.gov/articles/PMC3039564/,RIN occupancy at the LeACS2 promoter was tested by ChIP-qPCR; binding is retained without inferring activation magnitude in this project,admitted
SlJMJ6,Solyc08g005770,chromatin_binding_h3k27me3_loss_and_upregulation,reported_activation_in_overexpression_context,SlJMJ6_overexpression_tomato_fruit,GSE142714;Li2020,https://nph.onlinelibrary.wiley.com/doi/10.1111/nph.16590/,The source reports SlJMJ6 association with AAT1 chromatin together with reduced H3K27me3 and increased expression in overexpression fruit; scope is retained exactly as this perturbation context,admitted
RIN,Solyc01g104850,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc09g092430,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc04g064870,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc07g054750,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc12g017530,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc08g005610,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc12g096570,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc06g072650,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc10g083400,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc01g108490,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc08g078870,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc03g117300,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc10g085830,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc05g007770,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc07g065290,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc08g014130,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc06g069730,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc12g098340,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc01g006540,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc05g053640,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc08g007850,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc10g054670,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc02g070890,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc03g116510,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc02g062390,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
RIN,Solyc10g084600,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,Source peak-to-feature table: FDR <= 0.05 in at least two independent ChIP-chip replicates; occupancy only.,admitted
