gene_id,evidence_layer,assay,effect_direction,context,source_id,source_url,biological_replicates,admission_status,claim_boundary,independent_perturbation_support,binding_replicates,source_peak_count,max_peak_score,min_peak_fdr,replicate_ids,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,differential,perturbation_direction,evidence_grade
Solyc10g079050,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.948103,0,GSM989347;GSM989349,712.3722043586123,-4.390434315484965,0.14946939546562243,-29.37346673416334,1.198738531052242e-189,5.578838080084396e-188,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc04g080250,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.929474,0,GSM989347;GSM989348,22.79276969695284,-1.7384273608186354,0.48793607610195905,-3.562817848408843,3.668952665752984e-4,6.61952663210689e-4,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc03g118060,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.827455,0,GSM989347;GSM989349,7215.302930262211,-1.0968524650373968,0.10318339853946698,-10.630125393842865,2.1582210235518314e-26,1.2571158769313472e-25,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc01g066740,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.783778,5.9e-4,GSM989347;GSM989349,345.5160844629329,1.8771458553203735,0.1277264295738989,14.696612608546378,6.776580727051951e-49,6.762968702790228e-48,TRUE,higher_in_rin1,binding_plus_independent_perturbation_expression
Solyc08g005770,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,5,1.718296,0,GSM989347;GSM989349,28089.96114155226,-4.802881188538453,0.6072018624659623,-7.909859118404278,2.5768033269426845e-15,9.920288075222487e-15,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc06g068900,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.675761,8.5e-4,GSM989347;GSM989349,2097.5073544288944,-2.785045096837662,0.08367694951916686,-33.28330099079108,6.735333620676056e-243,4.3444083490837876e-241,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc06g051800,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.643535,0.00183,GSM989347;GSM989349,7748.144520070388,-4.2005854337636075,0.07375688749118413,-56.95177191778445,0,0,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc01g104850,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.621957,0.00898,GSM989347;GSM989349,17.24360600757263,2.1212176792669672,0.5416698201786266,3.9160713782566887,9.000361086457711e-5,1.7346785264452937e-4,TRUE,higher_in_rin1,binding_plus_independent_perturbation_expression
Solyc09g092430,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.562742,0.01714,GSM989347;GSM989349,634.8320612696068,3.3051321922627634,0.12208333348621803,27.07275512456317,2.0616073993732485e-161,7.945184239555226e-160,TRUE,higher_in_rin1,binding_plus_independent_perturbation_expression
Solyc04g064870,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,3,1.546358,0.00541,GSM989347;GSM989349,2215.758190281514,1.555674328476584,0.10854273320164452,14.332367378169302,1.3735723226267311e-46,1.3062793588643145e-45,TRUE,higher_in_rin1,binding_plus_independent_perturbation_expression
Solyc07g054750,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,3,1.529952,0.01775,GSM989347;GSM989349,119.16579494936452,-9.544936084627839,1.1957725768623528,-7.982233636494049,1.437086838423391e-15,5.610101369874113e-15,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc12g017530,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.520089,0.0019,GSM989347;GSM989349,385.6118781788199,-1.7854532884799625,0.5544299443377786,-3.2203406520774074,0.0012803835157907614,0.0021738511716304565,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc05g012020,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.51907,0.00308,GSM989347;GSM989349,13879.43164412463,-0.7378899134351979,0.07061156774225462,-10.449986270360597,1.465464419609758e-25,8.301889807607452e-25,FALSE,lower_in_rin1,binding_only_or_no_significant_perturbation
Solyc01g095080,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.497191,0.01811,GSM989347;GSM989349,2138.6610509552597,-4.705069544498115,0.12302783422684069,-38.24394352763158,0,0,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc08g005610,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.474557,0.00619,GSM989347;GSM989348,25603.55212410144,-4.463430249652365,0.0675120827922268,-66.11305806382668,0,0,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc12g096570,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.429442,0.00484,GSM989347;GSM989349,200.15362990804297,-2.01586160588411,0.2294047099319572,-8.787359276459611,1.5311649745839061e-18,6.716155029295143e-18,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc06g072650,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.417951,0.00484,GSM989347;GSM989349,39.64377992541517,-2.1998070596916524,0.39090402754937437,-5.627486300109299,1.8285468063591043e-8,4.821310375975246e-8,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc10g083400,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.413946,0.0041,GSM989347;GSM989349,2644.797486792773,-5.7180240187527485,0.17374206209520007,-32.91099431995701,1.530162931866872e-237,9.666317930071721e-236,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc01g108490,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.387383,0.01238,GSM989347;GSM989349,207.6003221970452,4.666730478778801,0.2638520969988541,17.686918284371522,5.288999882829468e-70,7.716482924290009e-69,TRUE,higher_in_rin1,binding_plus_independent_perturbation_expression
Solyc08g078870,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,3,1.385485,0.00707,GSM989347;GSM989348,65.70833743682618,-2.201632145953725,0.34494624346052544,-6.382536953778055,1.7417797669888457e-10,5.202979762196287e-10,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc03g117300,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.370591,0.01238,GSM989347;GSM989349,117.0767796081947,0.794565720607211,0.2297371023618863,3.4585868474809778,5.430171729410615e-4,9.615918206507593e-4,FALSE,higher_in_rin1,binding_only_or_no_significant_perturbation
Solyc10g085830,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.350188,0.00554,GSM989347;GSM989349,5612.304537979939,-0.7071641849895564,0.07138306004317538,-9.906610679926507,3.8964032376532946e-23,2.0308358581735333e-22,FALSE,lower_in_rin1,binding_only_or_no_significant_perturbation
Solyc05g007770,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.323327,0.03154,GSM989347;GSM989349,695.1502310314179,0.5341419863121738,0.19618497324525994,2.7226447442761996,0.006476165691523519,0.010055012998925408,FALSE,higher_in_rin1,binding_only_or_no_significant_perturbation
Solyc07g065290,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.323202,0.00805,GSM989347;GSM989349,196.41676268886044,0.5088213114976873,0.15785086819216507,3.223430553947011,0.0012666500780302958,0.0021516196991712183,FALSE,higher_in_rin1,binding_only_or_no_significant_perturbation
Solyc08g014130,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.309178,0.02817,GSM989347;GSM989349,6411.320052238543,-2.317611543468422,0.0717203695810637,-32.31455104046675,4.36936409646465e-229,2.6078577982243396e-227,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc12g098340,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,3,1.266077,0.01034,GSM989347;GSM989349,70.44120379863385,0.5572642497674906,0.29961520687235,1.859933130847097,0.06289498725024074,0.0843817362882189,FALSE,higher_in_rin1,binding_only_or_no_significant_perturbation
Solyc01g006540,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.247659,0.02579,GSM989347;GSM989349,6967.638199503739,-4.210169371605188,0.10852457077748838,-38.794618964560954,0,0,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc10g054670,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.223608,0.02579,GSM989347;GSM989349,23.447374663755877,0.3534770908706497,0.4281646690655184,0.8255634254973058,0.40905178973491496,0.4635432776906018,FALSE,higher_in_rin1,binding_only_or_no_significant_perturbation
Solyc02g070890,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.214461,0.01376,GSM989347;GSM989349,3131.991127135592,-3.339787155696135,0.09111348964046893,-36.65524357452265,3.775322685146732e-294,3.4875254734197175e-292,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc03g116510,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.212805,0.04612,GSM989347;GSM989349,387.7987381634579,1.588214684751953,0.12279493170757357,12.933878154956433,2.898226586463186e-38,2.3084098500412802e-37,TRUE,higher_in_rin1,binding_plus_independent_perturbation_expression
Solyc02g062390,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.189953,0.04612,GSM989347;GSM989349,1161.7089277712207,-0.31095072347862407,0.07963801788121538,-3.9045512652314462,9.440038049769721e-5,1.8142835281643156e-4,FALSE,lower_in_rin1,binding_only_or_no_significant_perturbation
Solyc04g080540,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.180115,0.04054,GSM989347;GSM989349,25040.80923477914,-4.936599339276918,0.0880838514086475,-56.0443175489063,0,0,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc10g084600,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.139221,0.0358,GSM989347;GSM989349,424.3730632442991,-3.6574881378784645,0.17811114535466152,-20.534863950234772,1.051083861966344e-93,2.1163279994005807e-92,TRUE,lower_in_rin1,binding_plus_independent_perturbation_expression
Solyc06g069730,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.275117,0.02726,GSM989347;GSM989349,NA,NA,NA,NA,NA,NA,NA,not_measured,binding_only_or_no_significant_perturbation
Solyc08g061020,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.431913,0.01595,GSM989347;GSM989349,NA,NA,NA,NA,NA,NA,NA,not_measured,binding_only_or_no_significant_perturbation
Solyc01g109920,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.702693,0.03509,GSM989348;GSM989349,NA,NA,NA,NA,NA,NA,NA,not_measured,binding_only_or_no_significant_perturbation
Solyc08g007850,chromatin,RIN_ChIP_chip,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,GSE40257;PMID:23386264,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40257,three_source_reported,admitted,"RIN occupancy and an independently generated rin-1 expression change support a context-limited candidate; regulatory sign, direct causality, and mechanism are not established.",FALSE,2,2,1.227354,0.04083,GSM989347;GSM989349,NA,NA,NA,NA,NA,NA,NA,not_measured,binding_only_or_no_significant_perturbation
