gene_id,effect_source_a,effect_source_b,same_direction,minimum_absolute_effect,effect_GSE267238,effect_GSE128739,all_four_measured,matching_direction_count,all_four_same_direction,minimum_absolute_effect_percentile,mean_absolute_effect_percentile,evidence_scope,candidate_rank,gene_name,gene_biotype,gene_description,tf_family,ensembl_gene_stable_id,ensembl_gene_name,refseq_mrna_id,annotation_source,annotation_release,mapping_status,published_regulator,published_edge_type,published_edge_direction,published_edge_context,studyshield_score,direction_consistency,trimmed_mean_effect_rank,weakest_absolute_effect_rank,heterogeneity,cohort_coverage,cohort_count,studyshield_rank,bootstrap_score_median,bootstrap_score_lower_95,bootstrap_score_upper_95,bootstrap_rank_median,top_k_selection_probability,permutation_count,studyshield_empirical_p,studyshield_bh_fdr,significant_matched_null_go_terms,atlas_claim,regulatory_claim_boundary,protein_measured,protein_log2_BR8_vs_MG,protein_de_log2_ratio,protein_de_p,protein_de_fdr,protein_differential_BR8_vs_MG,phosphosite_de_count,phosphosite_max_abs_log2_ratio,phosphosite_representative_log2_ratio,phosphosite_min_fdr,phosphosite_ids,phosphosite_differential_BR8_vs_MG,protein_support_status,phosphosite_support_status,chromatin_support_status,multiomics_high_confidence,regulatory_candidate_grade,rin1_vs_wt_log2_fold_change,rin1_vs_wt_bh_fdr,rin1_vs_wt_differential,perturbation_support_status,tissue_context_count,tissue_context_direction_consistency,tissue_contexts_concordant,tissue_contexts_measured
Solyc02g087840,-0.5917271205357142,-0.4322916666666667,True,0.4322916666666667,-3.0553209176676104,-4.119467199788811,True,4,True,0.5668103448275862,0.7294412479095326,cross_cohort_expression_replication_only,60.0,Solyc02g087840.3,protein_coding,Leucine zipper && sp|Q8LC03|ATB13_ARATH Homeobox-leucine zipper protein ATHB-13 OS=Arabidopsis thaliana OX=3702 GN=ATHB-13 PE=2 SV=2 && PF00046:Homeodomain|PF02183:Homeobox associated leucine zipper,Homeobox,gene-Solyc02g087840.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6199573951363146,0.8571428571428571,-0.9833755477221552,0.5741183377364029,0.5458845094619426,1.0,7,5722,-0.6201204167599945,-0.9903756673523556,-0.3384973384932457,247.0,0.32,1000,0.0159840159840159,0.0302717690472792,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc09g011470,0.5013020833333334,0.4423014322916667,True,0.4423014322916667,2.139875979703298,4.231629102515022,True,4,True,0.5668103448275862,0.6266400215019511,cross_cohort_expression_replication_only,61.0,Solyc09g011470.3,protein_coding,Plant/T7H20-70 protein (AHRD V3.3 *-* G7L5L0_MEDTR) && - && -,-,gene-Solyc09g011470.3,,NM_001317852,Ensembl Plants BioMart,63,one_to_one,,,,,0.6035349630397138,0.8571428571428571,0.9627633404391313,0.8677035950110051,0.6665553419862742,1.0,7,6548,0.6035965733181908,0.2979413775282691,0.9909111679342218,316.0,0.316,1000,0.0349650349650349,0.0462215846831231,,four_cohort_expression_consensus,no_regulatory_claim,True,1.8223309918560784,1.823634931511375,1.87491261216435e-12,2.2890416616643898e-11,True,3.0,1.3865171668494392,-1.3865171668494392,2.6021918437084103e-09,Solyc09g011470.2.1_S11;Solyc09g011470.2.1_S66;Solyc09g011470.2.1_S8,True,differential_direction_concordant,differential_site,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc01g097770,-0.4983258928571429,-0.6242036365327382,True,0.4983258928571429,-4.528057592988333,-4.120449004997435,True,4,True,0.5646551724137931,0.7729354145098353,cross_cohort_expression_replication_only,62.0,Solyc01g097770.4,protein_coding,phototropin 2 && sp|P93025|PHOT2_ARATH Phototropin-2 OS=Arabidopsis thaliana OX=3702 GN=PHOT2 PE=1 SV=2 && PF00069:Protein kinase domain|PF13426:PAS domain,Pkinase,gene-Solyc01g097770.4,PHOT2,NM_001247360,Ensembl Plants BioMart,63,one_to_one,,,,,-0.7263105425340507,1.0,-0.9913244093624124,0.2158133098502956,0.2718412589550051,1.0,7,2815,-0.7264003788988216,-0.9951768352309722,-0.6037103596247682,183.0,0.702,1000,0.0029970029970029,0.0108641358641358,,four_cohort_expression_consensus,no_regulatory_claim,True,-1.7088442495540437,-1.708973630224807,5.09036694465436e-15,2.0019106815968098e-13,True,27.0,2.112085089675096,-2.112085089675096,2.71595556152457e-10,Solyc01g097770.2.1_S106;S110;S117;Solyc01g097770.2.1_S117;Solyc01g097770.2.1_S120;Solyc01g097770.2.1_S132;Solyc01g097770.2.1_S132;S145;Solyc01g097770.2.1_S145;Solyc01g097770.2.1_S312;Solyc01g097770.2.1_S313;Solyc01g097770.2.1_S339;S342;T343;Solyc01g097770.2.1_S342;T343;Solyc01g097770.2.1_S342;T343;T348;Solyc01g097770.2.1_S358;Solyc01g097770.2.1_S376;Solyc01g097770.2.1_S381;Solyc01g097770.2.1_S547;Solyc01g097770.2.1_S7;Solyc01g097770.2.1_T131;Solyc01g097770.2.1_T348;Solyc01g097770.2.1_T78,True,differential_direction_concordant,differential_site,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc11g018500,-0.5460263206845238,-0.4305478050595239,True,0.4305478050595239,-1.976711921480375,-3.551261121310657,True,4,True,0.5646551724137931,0.6038937445249661,cross_cohort_expression_replication_only,63.0,Solyc11g018500.3,protein_coding,Beta-galactosidase (AHRD V3.3 *** A0A2G2ZPF3_CAPAN) && sp|Q8GX69|BGA16_ARATH Beta-galactosidase 16 OS=Arabidopsis thaliana OX=3702 GN=BGAL16 PE=2 SV=2 && PF01301:Glycosyl hydrolases family 35|PF17834:Beta-sandwich domain in beta galactosidase,-,gene-Solyc11g018500.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.5889210021799595,0.8571428571428571,-0.904348655733156,0.0004193399589046,0.350928599520514,1.0,7,7325,-0.5891929104673057,-0.9885838406534874,-0.3711182541787252,310.5,0.086,1000,0.0439560439560439,0.0558783682071353,,four_cohort_expression_consensus,no_regulatory_claim,True,-0.4658558844285058,,,,False,,,,,,False,measured_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,9.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp
Solyc01g097290,-0.5502174014136905,-0.465704055059524,True,0.465704055059524,-1.9289995371571136,-4.79089224781432,True,4,True,0.5635103926096998,0.6872138050489767,cross_cohort_expression_replication_only,64.0,Solyc01g097290.4,protein_coding,auxin-regulated IAA16 && sp|O24407|IAA16_ARATH Auxin-responsive protein IAA16 OS=Arabidopsis thaliana OX=3702 GN=IAA16 PE=1 SV=1 && PF02309:AUX/IAA family,-,gene-Solyc01g097290.4,IAA16,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6159795879636761,0.8571428571428571,-0.9551481199945794,0.7122069862037153,0.5869483270444651,1.0,7,5895,-0.6166301845732849,-0.9712419915926832,-0.325896724045155,272.5,0.276,1000,0.0169830169830169,0.0305431003105421,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc10g024420,0.5718877883184524,0.4846888950892857,True,0.4846888950892857,1.9117777902677773,5.487873702536788,True,4,True,0.558891454965358,0.7280849327068567,cross_cohort_expression_replication_only,65.0,Solyc10g024420.3,protein_coding,ABC transporter C family member 9 (AHRD V3.3 *** A0A2G2VSW8_CAPBA) && sp|Q9M1C7|AB9C_ARATH ABC transporter C family member 9 OS=Arabidopsis thaliana OX=3702 GN=ABCC9 PE=2 SV=2 && PF00005:ABC transporter|PF00664:ABC transporter transmembrane region,ABC_membrane,gene-Solyc10g024420.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.4397464406298205,0.7142857142857143,0.6965825931346311,0.4746928334801022,0.7246843911802177,1.0,7,14174,0.4427622704756642,-0.0283624382603497,0.9898572577200192,396.0,0.086,1000,0.1408591408591408,0.1541477390533994,,four_cohort_expression_consensus,no_regulatory_claim,True,0.9963158368240316,0.9978780931050932,1.09328451900166e-11,1.0027980190801601e-10,True,1.0,0.7899054749629658,0.7899054749629658,4.69608982784701e-07,Solyc10g024420.1.1_S869,True,differential_direction_concordant,differential_site,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc05g026240,-0.4960356212797618,-0.6025390625,True,0.4960356212797618,-2.5365649479928227,-4.969240719725556,True,4,True,0.5560344827586207,0.7314383909373258,cross_cohort_expression_replication_only,66.0,Solyc05g026240.3,protein_coding,Leucine-rich repeat receptor-like protein kinase family (AHRD V3.3 *** A0A0K9Q1P6_ZOSMR) && sp|Q9LJ64|PLRX1_ARATH Pollen-specific leucine-rich repeat extensin-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=PEX1 PE=1 SV=1 && PF08263:Leucine rich repeat N-terminal domain|PF13855:Leucine rich repeat,LRRNT_2,gene-Solyc05g026240.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6169341413633901,0.8571428571428571,-0.9846161622283,0.8226191973833186,0.6332355076433533,1.0,7,5854,-0.6170172367495109,-0.994675884218152,-0.3155323747893955,263.5,0.32,1000,0.0149850149850149,0.0293377508567382,,four_cohort_expression_consensus,no_regulatory_claim,True,-0.8362044878341324,-0.8367353020342901,2.8595855987482e-11,2.24522939944116e-10,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc07g042390,-0.5619187127976191,-0.516630626860119,True,0.516630626860119,-1.884123674645828,-3.8107142208977143,True,4,True,0.5542725173210161,0.6601198534681851,cross_cohort_expression_replication_only,67.0,Solyc07g042390.3,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein (AHRD V3.3 *** A0A061GSW0_THECC) && sp|Q84WE4|PMEI3_ARATH Pectinesterase inhibitor 3 OS=Arabidopsis thaliana OX=3702 GN=PMEI3 PE=2 SV=1 && PF04043:Plant invertase/pectin methylesterase inhibitor,-,gene-Solyc07g042390.3,,,Ensembl Plants BioMart,63,one_to_one,RIN,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,-0.7207094191407296,1.0,-0.9790113196687732,0.2036524510420598,0.2725787359825722,1.0,7,2945,-0.7209613333451012,-0.9888220229316496,-0.5983071389552658,187.5,0.658,1000,0.0069930069930069,0.0185414585414585,,four_cohort_expression_consensus,source_bound_context_limited,True,-0.3593190947548446,,,,False,,,,,,False,measured_direction_concordant,none,binding_only,True,binding_plus_independent_perturbation_expression,5.7150502381306385,4.798711171771637e-10,True,binding_plus_independent_perturbation_expression,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc12g006470,-0.6501697358630951,-0.4769228980654762,True,0.4769228980654762,-3.960073039032924,-3.4732758738928955,True,4,True,0.5474137931034483,0.7567318029784185,cross_cohort_expression_replication_only,68.0,Solyc12g006470.2,protein_coding,viroid RNA-binding protein && sp|Q84P53|GATP2_SOLLC Gamma aminobutyrate transaminase 2 OS=Solanum lycopersicum OX=4081 GN=GABA-TP2 PE=1 SV=1 && PF00202:Aminotransferase class-III,Aminotran_3,gene-Solyc12g006470.2,GABA-TP2,NM_001247411,Ensembl Plants BioMart,63,one_to_one,,,,,-0.9508003210114266,1.0,-0.9875183990040378,0.8728980584559902,0.0412733526695683,1.0,7,93,-0.9509285544449196,-0.991797515074324,-0.9291677288244924,51.0,1.0,1000,0.0009990009990009,0.0073577216434359,,four_cohort_expression_consensus,no_regulatory_claim,True,-1.9403672887600376,-1.9404001400667592,2.32120804852583e-16,1.91026825326829e-14,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,10.0,0.9,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp
Solyc04g072850,-0.5227167038690477,-0.4167364211309524,True,0.4167364211309524,-3.711285050659539,-4.767070962757145,True,4,True,0.5431034482758621,0.7257120032651111,cross_cohort_expression_replication_only,69.0,Solyc04g072850.5,protein_coding,Beta-D-xylosidase (AHRD V3.11 *** tr_H1AC33_H1AC33_SOLLC) && sp|Q9SGZ5|BXL7_ARATH Probable beta-D-xylosidase 7 OS=Arabidopsis thaliana OX=3702 GN=BXL7 PE=2 SV=2 && PF14310:Fibronectin type III-like domain|PF01915:Glycosyl hydrolase family 3 C-terminal domain|PF00933:Glycosyl hydrolase family 3 N terminal domain,Glyco_hydro_3_C,gene-Solyc04g072850.4,Arf/Xyl4,NM_001279185,Ensembl Plants BioMart,63,one_to_one,,,,,-0.5992241855725565,0.8571428571428571,-0.8934452425530006,0.4949669845928099,0.5202223965301618,1.0,7,6791,-0.5992858715892515,-0.9913607609373,-0.3375948573880498,309.5,0.344,1000,0.0189810189810189,0.0323793853205617,,four_cohort_expression_consensus,no_regulatory_claim,True,-0.531420788600014,,,,False,,,,,,False,measured_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,0.9090909090909092,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc06g065670,-0.494349888392857,-0.4271298363095238,True,0.4271298363095238,-3.0117754670559034,-3.442202625680824,True,4,True,0.5431034482758621,0.6107524687425341,cross_cohort_expression_replication_only,70.0,Solyc06g065670.4,protein_coding,Pleiotropic drug resistance protein 4 (AHRD V3.3 *** A0A2G2WKR5_CAPBA) && sp|O81016|AB32G_ARATH ABC transporter G family member 32 OS=Arabidopsis thaliana OX=3702 GN=ABCG32 PE=1 SV=1 && PF08370:Plant PDR ABC transporter associated|PF01061:ABC-2 type transporter|PF14510:ABC-transporter N-terminal|PF00005:ABC transporter,ABC2_membrane,gene-Solyc06g065670.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6146780459649137,0.8571428571428571,-0.9804106176608268,0.1406571057156036,0.3932332851286683,1.0,7,5953,-0.6149006857478898,-0.9906387063803628,-0.3724273621126359,276.0,0.32,1000,0.0199800199800199,0.0329919191129155,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,10.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc04g077640,0.5630580357142858,0.5432710193452381,True,0.5432710193452381,1.820010700381422,3.546296032431987,True,4,True,0.535796766743649,0.649035398582464,cross_cohort_expression_replication_only,71.0,Solyc04g077640.4,protein_coding,Serine carboxypeptidase (AHRD V3.3 *** A0A2K3MSK4_TRIPR) && sp|Q9C7Z9|SCP18_ARATH Serine carboxypeptidase-like 18 OS=Arabidopsis thaliana OX=3702 GN=SCPL18 PE=2 SV=2 && PF00450:Serine carboxypeptidase,Peptidase_S10,gene-Solyc04g077640.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.8947417582213304,1.0,0.9629720370455528,0.7804255319148936,0.0772528043476797,0.8571428571428571,6,375,0.9001806576093291,0.8496847656504443,0.9776995384909102,97.5,0.696,1000,0.0059940059940059,0.0171680171680171,,four_cohort_expression_consensus,no_regulatory_claim,True,0.2055535778912147,,,,False,,,,,,False,measured_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,9.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp
Solyc03g031860,0.4908621651785714,0.461065383184524,True,0.461065383184524,3.1360776346466324,6.162408549576807,True,4,True,0.5280172413793104,0.7308660010352791,cross_cohort_expression_replication_only,72.0,Solyc03g031860.3,protein_coding,"Phytoene synthase 1 && sp|P08196|PSY1_SOLLC Phytoene synthase 1, chloroplastic OS=Solanum lycopersicum OX=4081 GN=PSY1 PE=1 SV=2 && PF00494:Squalene/phytoene synthase",-,,,,Ensembl Plants BioMart,63,not_mapped_in_export,,,,,0.756552969935454,1.0,0.9211182864399144,0.3874281880320375,0.2278419938823529,1.0,7,2225,0.7566737637334118,0.6710998610799336,0.9938266488395344,177.0,0.756,1000,0.0019980019980019,0.0091789398720091,,four_cohort_expression_consensus,no_regulatory_claim,True,1.7724613753142566,1.7723896275084172,7.934207581225039e-18,2.3506412327309304e-15,True,1.0,1.3779493832751275,-1.3779493832751275,7.83758857346095e-09,Solyc03g031860.2.1_S310,True,differential_direction_concordant,differential_site,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc09g066060,0.6534656343005953,0.4892054966517858,True,0.4892054966517858,2.2002988188470445,3.38718179299261,True,4,True,0.5280172413793104,0.6877550868041731,cross_cohort_expression_replication_only,73.0,Solyc09g066060.4,protein_coding,homeobox-leucine zipper protein ROC8 (AHRD V3.11 *** tr_A0A2I4EBE3_A0A2I4EBE3_9ROSI) && sp|Q9M9P4|HDG8_ARATH Homeobox-leucine zipper protein HDG8 OS=Arabidopsis thaliana OX=3702 GN=HDG8 PE=2 SV=2 && PF01852:START domain|PF00046:Homeodomain,START,gene-Solyc09g066060.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.6068666613685998,0.8571428571428571,0.9514568185914516,0.0465467354384199,0.3544909097028498,1.0,7,6382,0.6084084925220654,0.3767827451281482,0.9738087667556437,296.0,0.248,1000,0.0369630369630369,0.0483122511291525,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,6.0,1.0,Columella;Locular tissue;Placenta;Seeds;Septum;Total pericarp,Columella;Locular tissue;Placenta;Seeds;Septum;Total pericarp
Solyc12g040640,-0.8142206101190474,-0.4090401785714286,True,0.4090401785714286,-2.8888695946429883,-4.875201432868446,True,4,True,0.5258620689655172,0.7795477622043482,cross_cohort_expression_replication_only,74.0,Solyc12g040640.2,protein_coding,Beta-glucosidase (AHRD V3.3 *** B6TW65_MAIZE) && sp|Q9LV33|BGL44_ARATH Beta-glucosidase 44 OS=Arabidopsis thaliana OX=3702 GN=BGLU44 PE=2 SV=1 && PF00232:Glycosyl hydrolase family 1,Glyco_hydro_1,gene-Solyc12g040640.2,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6160669186108721,0.8571428571428571,-0.9764629064876365,0.2325973917054555,0.4250166997598756,1.0,7,5891,-0.6163645749123849,-0.9900115556215514,-0.3653422648039062,271.5,0.32,1000,0.0219780219780219,0.0337675569463649,,four_cohort_expression_consensus,no_regulatory_claim,True,-0.6362989011859884,-0.638348498424861,1.37495997907409e-08,5.09193512250438e-08,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,7.0,1.0,Collenchyma;Columella;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue
Solyc10g054840,-0.5256696428571429,-0.405459449404762,True,0.405459449404762,-2.8928909639898546,-4.794709035172327,True,4,True,0.5237068965517241,0.6949958190650634,cross_cohort_expression_replication_only,75.0,Solyc10g054840.2,protein_coding,X-intrinsic protein 1.1 && sp|Q9ATN0|PIP16_MAIZE Aquaporin PIP1-6 OS=Zea mays OX=4577 GN=PIP1-6 PE=2 SV=1 && PF00230:Major intrinsic protein,-,,,,Ensembl Plants BioMart,63,not_mapped_in_export,,,,,-0.7046396657216334,1.0,-0.9581221181373768,0.1689520694426972,0.283934592030967,1.0,7,3340,-0.7050372239003426,-0.9903434867021338,-0.5813698564109431,204.0,0.422,1000,0.0079920079920079,0.0203752291664379,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,4.0,1.0,Inner epidermis;Outer epidermis;Seeds;Total pericarp,Inner epidermis;Outer epidermis;Seeds;Total pericarp
Solyc05g055400,-0.496640159970238,-0.4050292968750001,True,0.4050292968750001,-4.822210691822259,-5.799165530522323,True,4,True,0.521551724137931,0.7396845385044198,cross_cohort_expression_replication_only,76.0,Solyc05g055400.5,protein_coding,Cytochrome P450 (AHRD V3.11 *** tr_A0A200Q2G7_A0A200Q2G7_9MAGN) && sp|P37124|C77A2_SOLME Cytochrome P450 77A2 OS=Solanum melongena OX=4111 GN=CYP77A2 PE=2 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc05g055400.4,CYP77A19,NM_001323299,Ensembl Plants BioMart,63,one_to_one,,,,,-0.980634901509174,1.0,-0.9882461356806582,0.95701765421227,0.0146626904230805,1.0,7,11,-0.9807076710194174,-0.9908233181495276,-0.9749324742159782,14.0,1.0,1000,0.0009990009990009,0.0073577216434359,,four_cohort_expression_consensus,no_regulatory_claim,True,-2.990205460628894,-2.9882648414044777,6.79903791195904e-16,4.1675757904477204e-14,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,6.0,1.0,Inner epidermis;Locular tissue;Outer epidermis;Seeds;Septum;Total pericarp,Inner epidermis;Locular tissue;Outer epidermis;Seeds;Septum;Total pericarp
Solyc03g118120,-0.4890950520833333,-0.4740862165178572,True,0.4740862165178572,-2.777971956076981,-4.089918635177064,True,4,True,0.5172413793103449,0.65246849366887,cross_cohort_expression_replication_only,77.0,Solyc03g118120.3,protein_coding,Transferring glycosyl group transferase (AHRD V3.3 *** A0A2K3L539_TRIPR) && sp|Q67YC9|Y4141_ARATH Uncharacterized protein At4g14100 OS=Arabidopsis thaliana OX=3702 GN=At4g14100 PE=2 SV=1 && -,-,gene-Solyc03g118120.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6202108800425755,0.8571428571428571,-0.9841020456160928,0.4775862791965446,0.5119790048505624,1.0,7,5711,-0.6203114855639253,-0.9904869961909216,-0.3469025884486299,246.0,0.32,1000,0.0169830169830169,0.0305431003105421,,four_cohort_expression_consensus,no_regulatory_claim,True,0.0411569401026094,,,,False,,,,,,False,measured_direction_discordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc08g075490,-0.6520879836309526,-0.4034598214285715,True,0.4034598214285715,-4.294327217572813,-3.4196830482186016,True,4,True,0.5129310344827587,0.7219416958668472,cross_cohort_expression_replication_only,78.0,Solyc08g075490.5,protein_coding,"9-cis-epoxycarotenoid dioxygenase (AHRD V3.11 *** tr_A0A193PR95_A0A193PR95_9LILI) && sp|O49675|CCD4_ARATH Probable carotenoid cleavage dioxygenase 4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CCD4 PE=1 SV=1 && PF03055:Retinal pigment epithelial membrane protein",RPE65,gene-Solyc08g075490.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6797085293136952,1.0,-0.9881563035476786,0.0691491592233824,0.3222804997446578,1.0,7,3959,-0.6798063578798202,-0.9941867622558722,-0.5403356192759167,216.0,0.322,1000,0.0119880119880119,0.0259926988898951,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,10.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue
Solyc01g058270,-0.4870954241071428,-0.5111955915178572,True,0.4870954241071428,-1.92416861645172,-3.5602244053441376,True,4,True,0.5107758620689655,0.5874985068089511,cross_cohort_expression_replication_only,79.0,Solyc01g058270.3,protein_coding,O-acetyltransferase family protein (AHRD V3.3 *** A0A2U1M4H7_ARTAN) && sp|Q0WW17|RWA2_ARATH Protein REDUCED WALL ACETYLATION 2 OS=Arabidopsis thaliana OX=3702 GN=RWA2 PE=1 SV=1 && PF07779:10 TM Acyl Transferase domain found in Cas1p,-,gene-Solyc01g058270.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.94737616576675,1.0,-0.9715934645503196,0.8772413793103448,0.0404377234387751,1.0,7,103,-0.947532462397765,-0.9886203907012387,-0.9300568160014056,55.5,0.996,1000,0.0009990009990009,0.0073577216434359,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
